song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,audio_valence
52,200214,0.126,0.806,0.734,0,4,0.909,-7.763,0.276,100.935,0.642
85,223583,0.235,0.701,0.512,5.07E-06,0,0.135,-6.869,0.0969,91.947,0.663
70,255608,0.594,0.841,0.644,0.00402,9,0.142,-3.284,0.083,108.003,0.881
72,203972,0.0712,0.502,0.873,0,0,0.0702,-5.175,0.241,81.282,0.384
94,260000,0.0733,0.552,0.76,0,0,0.0865,-4.706,0.342,135.702,0.639
52,187380,0.171,0.754,0.564,0.00187,5,0.101,-8.35,0.0809,99.976,0.329
84,209355,0.0323,0.671,0.859,0,4,0.267,-3.922,0.0833,139.931,0.389
52,218173,0.15,0.677,0.858,0,8,0.412,-4.214,0.265,189.573,0.774
9,197972,0.58,0.601,0.681,0,9,0.0934,-5.171,0.324,98.078,0.546
85,200346,0.138,0.866,0.859,0,1,0.401,-3.087,0.0587,109.972,0.923
24,241024,0.175,0.494,0.829,0,0,0.37,-3.339,0.301,203.532,0.746
32,197663,0.214,0.693,0.728,1.44E-06,8,0.126,-5.205,0.038,106.98,0.266
49,235946,0.14,0.737,0.83,1.48E-05,4,0.125,-5.929,0.069,92.988,0.58
59,206806,0.0559,0.7,0.913,0,7,0.353,-2.467,0.0617,94.009,0.755
59,230000,0.488,0.814,0.666,4.23E-05,6,0.108,-6.555,0.0635,94.02,0.714
57,247266,0.119,0.782,0.766,0.000746,6,0.315,-8.065,0.224,103.931,0.205
76,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0.245,99.935,0.495
60,203066,0.0352,0.773,0.581,0,8,0.485,-8.466,0.432,94.093,0.711
53,226240,0.472,0.82,0.57,0.00334,7,0.252,-10.24,0.181,99.929,0.525
56,216000,0.0579,0.931,0.486,0,6,0.161,-10.558,0.139,120.026,0.896
70,261133,0.0335,0.818,0.653,5.46E-06,1,0.22,-8.396,0.204,99.931,0.533
70,236800,0.203,0.9,0.619,0.00156,4,0.0647,-6.518,0.312,94.121,0.864
72,229933,0.243,0.909,0.539,0,8,0.0674,-4.278,0.116,90.038,0.869
68,234000,0.126,0.871,0.597,0.000115,5,0.0638,-4.932,0.0464,125.999,0.635
64,246053,0.00429,0.951,0.79,0,8,0.0845,-5.79,0.081,117.007,0.78
68,265600,0.017,0.877,0.71,0,7,0.1,-7.058,0.139,95.832,0.51
69,321293,0.0027,0.649,0.785,0,9,0.0859,-6.031,0.0369,137.618,0.294
56,365333,0.234,0.505,0.745,0,6,0.187,-5.895,0.43,178.66,0.501
56,315680,0.00332,0.498,0.824,0,11,0.0757,-5.091,0.247,145.639,0.332
59,167400,0.000507,0.837,0.819,0,2,0.323,-5.245,0.211,149.918,0.643
52,199040,0.0987,0.721,0.508,0,9,0.329,-10.564,0.363,176.018,0.557
53,272093,0.00866,0.64,0.883,0,5,0.488,-4.011,0.0497,130.005,0.379
76,338853,0.071,0.375,0.862,0,11,0.211,-3.363,0.255,159.841,0.478
56,222653,0.108,0.752,0.856,0,2,0.745,-5.833,0.233,103.741,0.403
59,243586,0.114,0.934,0.649,1.71E-06,7,0.0807,-6.465,0.266,97.026,0.685
45,220573,0.00679,0.591,0.942,0,0,0.121,-4.239,0.366,92.578,0.578
61,206471,0.03,0.667,0.879,0,8,0.157,-4.197,0.359,119.746,0.71
48,283226,0.136,0.804,0.61,0,1,0.366,-8.433,0.428,96.904,0.597
44,294613,0.0726,0.747,0.711,0,10,0.67,-9.728,0.55,88.099,0.525
56,255640,0.0795,0.936,0.678,0,4,0.0838,-3.012,0.21,96.911,0.822
63,320893,0.0773,0.671,0.765,0,8,0.0877,-5.093,0.356,148.11,0.382
58,263920,0.0408,0.698,0.863,0,11,0.0758,-5.292,0.489,160.894,0.414
45,272173,0.176,0.476,0.657,0,1,0.0743,-8.32,0.244,79.104,0.825
61,236600,0.108,0.789,0.881,0,11,0.355,-5.758,0.0331,133.301,0.647
63,214440,0.0636,0.879,0.573,0,10,0.256,-8.113,0.305,91.037,0.73
60,264760,0.122,0.592,0.77,1.22E-06,1,0.103,-3.402,0.318,191.692,0.361
69,290426,0.13,0.81,0.871,0,4,0.313,-2.672,0.241,87.328,0.299
45,111400,0.122,0.737,0.834,0,4,0.292,-4.884,0.323,89.184,0.789
54,233706,0.0599,0.88,0.693,0,1,0.248,-5.201,0.332,75.603,0.767
65,158466,0.00832,0.591,0.855,5.87E-05,11,0.771,-8.339,0.339,136.734,0.78
56,334413,0.126,0.862,0.488,0.00018,2,0.301,-7.914,0.275,92.965,0.57
56,238840,0.0579,0.736,0.705,0,7,0.321,-6.231,0.24,86.404,0.557
51,261399,0.0979,0.728,0.656,0,11,0.116,-5.493,0.413,95.291,0.923
56,200840,0.0126,0.751,0.786,0,3,0.107,-7.441,0.383,95.989,0.679
62,179160,0.00112,0.933,0.513,0.00248,7,0.107,-13.203,0.347,102.017,0.595
73,206400,0.122,0.807,0.785,0,9,0.123,-4.947,0.204,99.975,0.424
52,260026,0.0653,0.838,0.563,0.0128,8,0.12,-7.105,0.0698,96.886,0.362
60,271053,0.0361,0.86,0.861,4.07E-05,6,0.113,-7.131,0.307,143.184,0.79
67,240026,0.0278,0.725,0.64,0,5,0.099,-7.905,0.332,166.029,0.915
45,166253,0.152,0.465,0.866,0,0,0.119,-5.453,0.495,169.237,0.712
54,282093,0.00447,0.781,0.625,0,7,0.185,-9.139,0.373,83.024,0.679
63,205120,0.0582,0.865,0.844,0,8,0.373,-4.946,0.311,150.09,0.755
59,272346,0.000426,0.836,0.906,0,1,0.227,-2.902,0.279,165.091,0.718
70,266066,0.187,0.881,0.622,0,1,0.103,-4.149,0.215,91.989,0.633
52,212146,0.373,0.561,0.764,0,2,0.157,-6.645,0.138,145.158,0.598
79,296800,0.313,0.711,0.292,0,4,0.131,-15.523,0.037,103.951,0.194
83,391376,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,0.027,147.125,0.609
39,160133,0.0664,0.741,0.697,2.28E-05,0,0.133,-7.028,0.0277,116.109,0.774
18,137786,0.22,0.627,0.706,0.114,0,0.244,-6.246,0.0336,132.55,0.491
72,172333,0.279,0.883,0.464,1.51E-05,10,0.0744,-11.251,0.0591,111.548,0.925
75,244026,0.713,0.606,0.457,2.53E-05,6,0.0747,-14.035,0.0497,92.033,0.813
71,164813,0.237,0.626,0.816,1.80E-06,9,0.104,-10.593,0.13,105.33,0.798
39,270773,0.463,0.63,0.616,0.0408,1,0.173,-8.128,0.0309,118.65,0.509
60,159333,0.627,0.554,0.69,0,1,0.0688,-10.245,0.0346,112.749,0.558
30,218400,0.0219,0.597,0.812,0.00106,5,0.102,-12.062,0.0315,135.68,0.823
77,252239,0.686,0.654,0.506,0.0155,11,0.155,-17.18,0.0535,123.179,0.831
69,516893,0.699,0.531,0.481,0,4,0.0842,-11.709,0.06,138.45,0.491
73,256000,0.219,0.63,0.449,0,5,0.0622,-13.243,0.0252,84.378,0.623
72,350266,0.611,0.611,0.583,0.0853,2,0.0688,-10.428,0.0408,129.432,0.53
71,205613,0.367,0.608,0.524,0.00254,8,0.115,-10.266,0.0309,86.204,0.797
59,241013,0.35,0.593,0.611,0.533,3,0.605,-6.773,0.0504,93.171,0.473
58,318333,0.0702,0.594,0.262,0.00269,10,0.256,-10.573,0.0341,123.518,0.216
69,156426,0.0215,0.594,0.577,0.00792,0,0.883,-12.772,0.0534,110.783,0.89
75,200160,0.354,0.483,0.503,0.000284,0,0.116,-9.396,0.0341,151.862,0.598
74,258411,0.157,0.659,0.678,6.69E-06,0,0.0784,-8.18,0.0313,106.186,0.647
18,178560,0.648,0.711,0.576,0.00226,7,0.0528,-8.784,0.0305,120.116,0.645
60,171666,0.776,0.685,0.445,0.000154,6,0.0953,-10.676,0.0393,128.042,0.809
72,200579,0.499,0.611,0.35,7.84E-06,5,0.0844,-14.48,0.0356,76.064,0.36
61,277240,0.0603,0.6,0.77,4.79E-06,5,0.0967,-5.559,0.0302,128.473,0.321
71,268333,0.602,0.608,0.419,7.58E-06,11,0.108,-10.016,0.0331,100.22,0.602
78,240800,0.00255,0.438,0.805,5.69E-05,8,0.0842,-6.237,0.0624,113.253,0.564
52,161866,0.613,0.577,0.419,0,7,0.361,-11.945,0.0374,163.942,0.855
77,199493,0.883,0.414,0.161,0.000223,7,0.117,-22.32,0.0318,159.375,0.423
58,195000,0.122,0.629,0.677,9.72E-06,1,0.0962,-7.239,0.0299,132.783,0.627
62,264200,0.344,0.554,0.58,0.00842,11,0.0989,-8.05,0.0322,167.83,0.402
54,284960,0.85,0.509,0.31,0.000268,2,0.102,-11.033,0.0404,80.529,0.227
8,154186,0.811,0.542,0.34,4.45E-06,2,0.729,-13.937,0.0434,96.893,0.543
55,280080,0.417,0.635,0.454,4.02E-05,0,0.0816,-9.457,0.0393,79.097,0.531
67,134800,0.579,0.611,0.47,0,4,0.581,-9.135,0.0356,85.527,0.97
67,232133,0.58,0.621,0.403,0,9,0.114,-8.211,0.0359,145.525,0.634
53,284560,0.0832,0.628,0.546,0,11,0.135,-6.923,0.0265,98.882,0.643
55,241600,0.368,0.54,0.677,0,9,0.224,-6.349,0.0286,98.339,0.748
55,283493,0.374,0.488,0.209,5.05E-06,10,0.103,-19.549,0.0369,120.63,0.362
70,192053,0.887,0.389,0.396,0,7,0.0828,-7.999,0.0332,171.86,0.585
75,241306,0.0115,0.527,0.942,0,1,0.188,-5.64,0.0366,148.723,0.495
58,295000,0.0448,0.613,0.476,0,0,0.0608,-9.648,0.0321,84.938,0.644
53,223640,0.161,0.525,0.594,0.949,4,0.0751,-14.033,0.0907,157.917,0.0703
48,264200,0.322,0.632,0.736,0,0,0.339,-13.945,0.0481,136.373,0.744
53,187373,0.944,0.458,0.275,0.0194,10,0.271,-11.498,0.0261,88.718,0.449
50,147466,0.408,0.604,0.585,0.0886,9,0.109,-11.288,0.0329,92.521,0.67
53,225400,0.798,0.3,0.364,6.35E-06,11,0.116,-7.385,0.032,184.241,0.391
53,211666,0.469,0.587,0.201,2.58E-05,10,0.119,-13.299,0.0301,90.018,0.3
49,189506,0.288,0.516,0.583,0,4,0.298,-8.197,0.0277,136.088,0.381
45,272333,0.713,0.621,0.287,4.49E-05,4,0.0859,-13.828,0.0311,93.778,0.334
72,369600,0.729,0.483,0.721,0,0,0.189,-6.836,0.032,95.261,0.562
67,238573,0.118,0.579,0.267,0.000562,4,0.132,-15.11,0.0348,74.899,0.353
64,332960,0.846,0.588,0.149,9.65E-05,7,0.236,-16.728,0.0319,124.689,0.113
49,179520,0.385,0.389,0.586,1.85E-06,9,0.0959,-8.211,0.0313,133.637,0.526
70,288160,0.488,0.309,0.831,0.00304,1,0.286,-8.288,0.036,181.145,0.934
63,231000,0.616,0.756,0.28,0.00033,5,0.414,-14.27,0.0296,109.413,0.695
43,295000,0.269,0.37,0.46,0,6,0.0902,-7.051,0.0546,176.531,0.261
36,234213,0.242,0.561,0.741,0,0,0.0874,-5.842,0.0537,127.467,0.404
47,187733,0.266,0.638,0.763,0,11,0.359,-3.537,0.0277,124.827,0.706
55,256026,0.726,0.7,0.118,0.000497,0,0.109,-12.687,0.0357,122.591,0.335
46,263666,0.335,0.515,0.274,0.00291,0,0.119,-13.731,0.0282,142.776,0.187
53,214733,0.725,0.271,0.31,1.99E-06,0,0.119,-7.967,0.0309,169.614,0.16
64,188962,0.284,0.79,0.468,0.00203,6,0.0735,-7.152,0.0534,98.014,0.606
70,186046,0.121,0.531,0.675,0,0,0.327,-3.281,0.33,177.953,0.799
66,217284,0.131,0.686,0.539,1.94E-05,0,0.116,-8.623,0.0349,115.987,0.186
51,280841,0.359,0.409,0.678,4.76E-06,9,0.167,-7.731,0.0878,89.968,0.168
65,226222,0.653,0.786,0.581,0.00144,2,0.0693,-9.401,0.0773,99.995,0.687
76,199635,0.121,0.661,0.684,0.00503,6,0.157,-6.611,0.0512,125.06,0.371
65,184666,0.0991,0.654,0.606,5.57E-05,2,0.31,-8.576,0.0717,90.058,0.358
71,216266,0.0302,0.91,0.401,0.000159,1,0.0801,-9.552,0.0855,135.994,0.824
62,253330,0.0249,0.763,0.524,0.000137,0,0.117,-7.725,0.0759,93.998,0.411
66,206727,0.501,0.432,0.85,6.59E-06,10,0.203,-4.417,0.0771,82.607,0.109
59,196124,0.174,0.652,0.7,0,11,0.191,-6.854,0.103,160.055,0.744
65,217136,0.0236,0.738,0.696,9.09E-05,1,0.338,-3.59,0.0305,101.989,0.892
75,155351,0.0732,0.918,0.602,1.94E-05,1,0.417,-8.891,0.0603,110.996,0.81
85,164640,0.66,0.769,0.479,0,1,0.0914,-5.339,0.0385,96.051,0.803
67,181974,0.132,0.65,0.527,0,5,0.0902,-7.465,0.532,120.094,0.705
38,213787,0.082,0.68,0.658,0.0324,1,0.109,-5.356,0.0535,128.921,0.278
81,189000,0.0615,0.647,0.853,0,8,0.062,-4.516,0.0904,103.846,0.618
62,192835,0.0155,0.903,0.498,7.84E-06,8,0.105,-6.379,0.108,121.974,0.439
70,238991,0.105,0.639,0.685,0,9,0.143,-4.571,0.049,110.041,0.363
73,254556,0.0145,0.534,0.77,8.74E-06,1,0.279,-6.324,0.0549,144.04,0.41
58,263707,0.241,0.519,0.536,0.00011,11,0.114,-6.471,0.0806,124.042,0.297
61,215909,0.0488,0.636,0.765,4.92E-05,8,0.244,-5.338,0.0471,100.008,0.345
60,223792,0.242,0.738,0.632,0,7,0.072,-8.107,0.0862,118.003,0.697
66,180005,0.139,0.669,0.667,0.00139,2,0.122,-9.275,0.0549,120.045,0.176
69,156213,0.626,0.687,0.352,0.000151,8,0.133,-8.229,0.0759,122.955,0.155
80,222865,0.278,0.783,0.537,0,9,0.229,-2.921,0.0749,113.977,0.392
68,194988,0.063,0.752,0.679,0,3,0.0727,-6.464,0.0304,106.99,0.669
75,208485,0.243,0.697,0.521,0,5,0.189,-6.519,0.031,91.998,0.331
86,163216,0.0476,0.752,0.764,9.44E-05,1,0.0543,-4.399,0.038,121.958,0.582
71,189786,0.489,0.695,0.695,0.00019,2,0.131,-6.612,0.0706,100.021,0.468
62,174400,0.156,0.464,0.542,0,5,0.083,-8.478,0.104,149.73,0.324
61,188857,0.459,0.92,0.647,0.00855,0,0.0766,-8.553,0.119,105.011,0.259
76,169973,0.836,0.773,0.437,2.42E-05,9,0.544,-8.281,0.0963,103.861,0.707
70,255397,0.00856,0.687,0.74,4.39E-05,5,0.259,-4.829,0.0403,111.01,0.243
58,204375,0.33,0.654,0.612,0,6,0.299,-6.475,0.328,175.927,0.468
58,187640,0.0666,0.725,0.788,0.0389,0,0.107,-5.514,0.0619,100.01,0.351
65,215445,0.295,0.655,0.427,0.00108,2,0.0788,-11.684,0.0799,107.992,0.224
63,217800,0.0757,0.559,0.857,0.000426,11,0.115,-5.455,0.0409,100.004,0.264
24,206373,0.333,0.547,0.555,0.000313,11,0.105,-7.316,0.163,95.102,0.575
63,182373,0.0441,0.726,0.907,0.000193,6,0.323,-2.674,0.038,103.015,0.64
61,218853,0.536,0.687,0.551,0.000195,6,0.101,-5.212,0.0708,142.009,0.147
89,201707,0.0956,0.708,0.648,0,6,0.134,-5.626,0.0449,143.955,0.338
68,193761,0.05,0.699,0.583,0.00029,6,0.091,-9.731,0.0357,109.001,0.484
67,156000,0.162,0.652,0.595,0,6,0.148,-6.944,0.0419,77.538,0.303
64,191885,0.434,0.734,0.443,8.11E-05,5,0.107,-6.466,0.0788,79.485,0.617
60,219118,0.054,0.55,0.468,0.00108,0,0.232,-7.608,0.0425,92.06,0.293
55,192999,0.301,0.619,0.843,0,2,0.0538,-4.748,0.125,91.99,0.588
24,202886,0.0508,0.619,0.733,0,6,0.215,-6.699,0.138,97.023,0.493
34,195921,0.818,0.646,0.35,0.014,5,0.1,-9.859,0.343,196.015,0.281
23,207142,0.02,0.315,0.689,0,11,0.148,-4.751,0.125,78.057,0.266
40,226981,0.12,0.694,0.726,0.00258,0,0.215,-7.297,0.0322,105.968,0.451
56,194264,0.292,0.627,0.488,0.000375,10,0.166,-7.167,0.159,170.068,0.174
61,160285,0.255,0.718,0.681,1.88E-05,5,0.208,-4.593,0.0361,139.99,0.356
64,173925,0.125,0.71,0.563,0,7,0.196,-8.004,0.0403,101.931,0.427
71,165618,0.443,0.849,0.483,0.000141,6,0.0786,-7.114,0.291,101.015,0.282
62,183994,0.237,0.763,0.681,0.000363,0,0.0917,-7.291,0.0338,120.025,0.227
53,211392,0.364,0.86,0.566,0.0428,9,0.0863,-6.26,0.0724,132.029,0.663
68,219933,0.571,0.802,0.371,3.82E-06,6,0.108,-9.087,0.131,113.951,0.263
70,192293,0.138,0.74,0.533,4.99E-05,7,0.127,-10.294,0.0824,92.005,0.313
71,242034,0.0609,0.648,0.75,4.41E-06,0,0.104,-3.248,0.0335,105.03,0.556
62,217720,0.316,0.695,0.679,0,11,0.068,-6.576,0.0651,95.997,0.79
66,188360,0.493,0.387,0.571,0,7,0.106,-6.354,0.0402,152.906,0.555
67,211304,0.38,0.736,0.593,0,7,0.204,-4.677,0.04,92.068,0.607
53,152792,0.219,0.798,0.714,2.85E-06,1,0.167,-5.54,0.113,113.928,0.449
53,174308,0.281,0.425,0.641,0.026,9,0.156,-6.824,0.434,86.845,0.317
60,202173,0.326,0.64,0.583,1.16E-05,10,0.13,-6.521,0.0496,91.968,0.362
16,248003,0.456,0.528,0.66,0,6,0.131,-6.495,0.383,197.979,0.464
56,202694,0.225,0.731,0.59,0.00394,5,0.113,-7.661,0.0958,106.073,0.341
62,190750,0.184,0.695,0.609,0.878,2,0.0822,-8.514,0.0353,120.011,0.111
66,213626,0.244,0.683,0.647,1.15E-05,2,0.0733,-6.36,0.0371,91.041,0.351
67,198658,0.43,0.559,0.379,0,5,0.0649,-7.217,0.0955,172.095,0.791
52,221000,0.0589,0.61,0.794,0.000239,1,0.104,-5.476,0.0301,90.014,0.249
55,248519,0.183,0.694,0.417,0,2,0.125,-6.853,0.0368,79.995,0.359
60,193729,0.0434,0.579,0.805,0,6,0.1,-5.923,0.338,105.013,0.576
68,225637,0.113,0.631,0.835,1.20E-05,2,0.331,-5.214,0.0568,98.971,0.466
30,137142,0.303,0.837,0.768,0.74,4,0.119,-4.532,0.0502,140.073,0.668
30,279430,0.000157,0.578,0.459,0.906,5,0.11,-9.412,0.033,140.014,0.0834
26,197220,0.0112,0.76,0.532,0.715,9,0.119,-9.246,0.0427,140.079,0.139
27,196383,0.0206,0.83,0.982,0.83,2,0.14,-1.246,0.163,140.028,0.621
29,166765,0.00423,0.841,0.31,0.256,0,0.0858,-10.792,0.0655,140.009,0.203
32,253413,0.0214,0.454,0.265,0.87,8,0.102,-12.59,0.187,207.216,0.072
35,292961,1.69E-05,0.251,0.946,0.848,3,0.607,-2.132,0.037,140.059,0.618
31,191001,0.493,0.643,0.446,0.733,6,0.0969,-7.061,0.0357,139.006,0.856
41,282067,0.816,0.74,0.649,0.152,8,0.201,-7.709,0.137,140.001,0.573
29,157637,0.785,0.684,0.805,0.893,11,0.0983,-4.317,0.0432,139.99,0.185
26,198520,0.0385,0.877,0.808,0.891,0,0.0817,-8.811,0.0364,137.071,0.593
0,244000,0.749,0.784,0.397,0.93,0,0.122,-8.407,0.26,137.032,0.598
23,252000,0.0647,0.716,0.57,0.221,11,0.0749,-7.966,0.0441,139.906,0.303
47,222021,0.0539,0.556,0.822,0.856,9,0.177,-5.747,0.182,139.725,0.808
25,183879,0.00234,0.704,0.529,0.874,11,0.37,-8.475,0.0416,140.174,0.507
25,239173,0.31,0.9,0.459,0.805,11,0.0976,-11.524,0.143,140.01,0.533
24,140538,0.0256,0.753,0.612,0.000899,2,0.0707,-10.817,0.0631,140.041,0.241
21,210857,0.00718,0.916,0.83,0.00714,5,0.355,-4.867,0.268,139.905,0.454
29,210861,0.147,0.579,0.841,0.54,10,0.0912,-7.135,0.0708,174.933,0.929
19,250331,0.0429,0.458,0.319,0.0375,5,0.167,-14.533,0.487,186.615,0.115
21,126956,0.362,0.706,0.574,0.927,0,0.207,-9.529,0.066,137.972,0.24
0,171428,0.00508,0.574,0.551,0.0441,3,0.147,-9.067,0.0354,104.955,0.368
21,306880,0.292,0.53,0.307,0.824,1,0.0837,-11.618,0.423,211.357,0.349
20,189029,0.0148,0.765,0.43,0.973,10,0.199,-12.244,0.239,140.049,0.135
19,193073,0.000538,0.619,0.663,0.0324,2,0.286,-7.249,0.0608,93.427,0.277
24,166299,0.000378,0.847,0.819,0.838,7,0.267,-6.634,0.144,140.077,0.873
0,187213,0.00192,0.479,0.972,0.000681,6,0.0943,-3.399,0.194,182.469,0.711
22,247040,0.223,0.705,0.188,0.744,4,0.104,-13.843,0.372,139.815,0.145
12,198857,0.00104,0.634,0.56,0.21,2,0.138,-9.887,0.0373,139.952,0.168
21,168071,0.0262,0.83,0.444,0.8,8,0.0924,-12.504,0.0618,140.014,0.525
1,233459,0.191,0.748,0.545,0.0114,8,0.0852,-4.219,0.285,94.528,0.768
21,211139,0.0353,0.62,0.734,0.617,1,0.336,-9.659,0.564,172.063,0.197
0,342711,0.00823,0.399,0.92,0.899,1,0.11,-7.73,0.208,178.81,0.367
21,242533,0.0321,0.642,0.828,0.876,2,0.201,-6.565,0.0358,134.948,0.218
0,185142,0.00756,0.545,0.765,0.244,9,0.227,-7.838,0.128,140.066,0.539
17,222012,0.0223,0.738,0.591,0.744,10,0.102,-8.122,0.0462,140.048,0.355
23,197147,0.0412,0.661,0.783,0.895,11,0.307,-8.987,0.0425,139.966,0.0689
0,197147,0.0412,0.661,0.783,0.895,11,0.307,-8.987,0.0425,139.966,0.0689
20,200113,0.519,0.418,0.907,0.913,9,0.148,-8.694,0.257,174.879,0.523
17,193714,0.00614,0.749,0.723,0.0012,5,0.191,-4.15,0.0612,139.933,0.416
22,269889,0.317,0.821,0.339,0.33,2,0.114,-7.216,0.443,142.851,0.188
20,206305,0.0459,0.495,0.661,0.922,0,0.063,-6.464,0.198,174.604,0.38
0,229714,0.00963,0.828,0.628,0.949,8,0.101,-5.591,0.0432,119.977,0.144
18,174723,0.0113,0.656,0.437,0.64,0,0.219,-11.273,0.0432,148.02,0.558
19,167888,0.027,0.618,0.448,0.767,9,0.0924,-10.248,0.0676,107.181,0.074
18,411894,6.43E-05,0.665,0.721,0.921,7,0.126,-4.999,0.0363,139.97,0.623
15,233142,0.000228,0.685,0.59,0.96,0,0.0862,-7.101,0.0481,140.076,0.513
19,210861,1.99E-05,0.652,0.764,0.0364,4,0.13,-5.177,0.0337,140.044,0.0479
23,154927,0.0391,0.817,0.598,0.95,11,0.294,-10.214,0.44,70.051,0.5
16,207305,0.0503,0.556,0.847,0.906,11,0.326,-6.361,0.0939,139.942,0.663
18,199293,0.0592,0.876,0.731,0.85,0,0.0677,-10.399,0.0402,137.082,0.588
17,277788,0.000176,0.654,0.607,0.864,5,0.255,-8.047,0.0394,143.941,0.499
17,204000,0.00828,0.666,0.51,0.877,11,0.285,-4.022,0.0282,120.041,0.173
18,256766,0.0558,0.555,0.983,0.213,10,0.123,-1.597,0.0738,144.053,0.411
18,212600,0.0562,0.474,0.648,0.639,9,0.119,-7.252,0.0796,174.266,0.497
16,221147,0.000337,0.685,0.903,0.834,6,0.287,-5.745,0.0495,139.957,0.543
1,219943,0.193,0.672,0.377,0.626,7,0.0549,-8.486,0.512,140.061,0.811
0,260649,0.00361,0.834,0.824,0.497,11,0.0666,-3.516,0.0585,139.967,0.894
17,248888,0.104,0.653,0.334,0.0401,0,0.109,-11.338,0.0272,81.052,0.108
15,250287,0.0295,0.345,0.88,0.503,2,0.14,-8.518,0.179,180.883,0.138
0,227079,0.000361,0.749,0.967,0.718,6,0.0759,-6.49,0.0628,140.02,0.847
19,229700,0.0403,0.856,0.336,0.0857,1,0.116,-10.061,0.0777,143.002,0.249
16,274290,0.0346,0.799,0.619,0.769,2,0.0908,-5.324,0.182,139.837,0.341
17,174480,0.321,0.713,0.606,1.73E-06,5,0.108,-5.041,0.104,133.86,0.748
16,205714,0.0978,0.903,0.869,0.000749,2,0.258,-10.167,0.125,139.982,0.896
21,239640,0.00163,0.87,0.769,0.819,8,0.0737,-6.468,0.106,139.976,0.283
0,236468,0.000514,0.731,0.511,0.0853,1,0.0753,-6.28,0.298,94.495,0.806
16,195861,0.0154,0.457,0.985,0.692,2,0.0878,-5.362,0.048,87.382,0.641
19,208920,0.66,0.883,0.95,0.000172,0,0.0801,-5.682,0.0658,139.022,0.753
0,261929,0.00142,0.846,0.544,0.861,0,0.104,-7.403,0.0693,140.005,0.225
17,167919,0.000541,0.831,0.38,0.858,1,0.166,-10.588,0.378,143.053,0.323
14,137647,0.0238,0.877,0.61,0.611,10,0.115,-7.817,0.0731,135.951,0.634
14,210900,0.0012,0.38,0.873,0.439,7,0.339,-7.368,0.594,140.005,0.377
0,182178,0.0033,0.741,0.732,0.477,0,0.106,-7.142,0.0429,140.02,0.64
16,242000,0.00974,0.649,0.842,0.00199,8,0.0464,-4.146,0.161,103.806,0.651
15,194943,0.0011,0.654,0.901,0.25,9,0.349,-2.066,0.0504,140.004,0.669
15,189666,0.000223,0.819,0.845,0.452,11,0.287,-6.414,0.0479,134.994,0.889
0,288862,0.000451,0.861,0.551,0.835,1,0.0815,-7.779,0.11,139.96,0.923
14,198000,0.0107,0.78,0.972,0.0296,6,0.1,0.119,0.253,137.056,0.958
0,178703,0.00295,0.802,0.564,0.536,11,0.308,-7.734,0.111,140.031,0.621
81,182741,0.0783,0.975,0.535,0,1,0.107,-7.227,0.196,125.066,0.671
56,206914,0.000418,0.854,0.575,0.000113,0,0.159,-9.901,0.0936,132.004,0.496
58,211204,0.253,0.61,0.842,3.63E-05,6,0.21,-5.363,0.365,153.257,0.533
17,187000,0.0484,0.76,0.864,0,8,0.118,-3.857,0.322,139.931,0.865
73,165000,0.207,0.9,0.831,2.53E-06,1,0.0963,-5.392,0.198,139.987,0.661
63,248866,0.159,0.59,0.629,0,11,0.288,-7.877,0.295,139.524,0.417
57,200079,0.251,0.801,0.765,0,2,0.235,-5.944,0.167,150.002,0.405
64,236250,0.131,0.861,0.603,8.80E-06,2,0.179,-9.929,0.295,144.024,0.606
59,205061,0.407,0.751,0.764,0,2,0.293,-5.388,0.377,141.534,0.856
68,190368,0.188,0.556,0.736,1.74E-06,7,0.0668,-7.78,0.285,98.228,0.396
20,237000,0.0261,0.771,0.745,0,9,0.0636,-6.511,0.315,140.058,0.698
26,232586,0.274,0.813,0.714,0.0374,10,0.0899,-6.528,0.188,137.003,0.621
54,196826,0.406,0.602,0.836,0,11,0.458,-6.476,0.245,139.801,0.712
64,187398,0.0256,0.594,0.776,0,0,0.144,-4.289,0.287,138.149,0.402
46,212302,0.0103,0.521,0.839,0,11,0.3,-4.438,0.352,140.315,0.797
69,191259,0.0946,0.756,0.764,0,2,0.0909,-3.837,0.229,132.073,0.642
61,199446,0.22,0.534,0.648,2.09E-06,1,0.077,-4.891,0.123,139.761,0.167
14,153290,0.0769,0.865,0.65,0,7,0.249,-12.893,0.302,77.492,0.614
53,208879,0.104,0.811,0.804,0,1,0.0627,-5.474,0.259,140.018,0.778
57,224571,0.596,0.776,0.657,0,2,0.141,-7.186,0.339,139.746,0.507
52,261887,0.0112,0.569,0.807,0.000228,6,0.151,-3.627,0.146,169.896,0.182
60,218000,0.381,0.812,0.574,0,10,0.129,-8.405,0.392,144.03,0.38
56,179131,0.261,0.718,0.73,0,11,0.126,-5.012,0.289,144.943,0.379
61,217471,0.0914,0.654,0.815,2.59E-06,1,0.226,-5.293,0.315,135.082,0.43
59,166678,0.056,0.735,0.903,0,0,0.232,-4.793,0.254,130.095,0.459
55,214133,0.068,0.607,0.564,3.58E-06,11,0.103,-9.582,0.329,139.663,0.579
